Unnamed: 0,RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
18039,25377.0,10667.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DF579B0563074E506F9DC0E48AA6CC1B?id=1989LI/LAR457-462:2,2.0,1.05,-12,-72086,[None],[None],,(CH3)3CPH,[None],,648,2.0
18040,25378.0,10668.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=361D140CA38D18B99AA3F06CFC833751?id=1999PAR/GHE645-653:6,2.0,9.61,-12,-466,[None],[None],,['CC1=C(C=C(C(=C1)C)C)C'],,,290,2.0
18042,25380.0,10670.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4AE5106DDE9D5BD1DC82439572CFEBE2?id=1959BOD/ROB547-554:4,2.0,2.3,-1,,[None],[None],,1-C4H10,['C=C(C)C'],,"298
 
K",2.0
18043,25382.0,10672.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=510B7C6577A86C40EE5571276958191A?id=1990TSA1-68:74,2.0,2.71,-11,2494,[None],(.)CH3,,[None],,,300,2.0
18044,25383.0,10672.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=510B7C6577A86C40EE5571276958191A?id=2006KLI/GEO1133-1147:4,2.0,2.51,-11,614,[None],(.)CH3,,[None],,,200,2.0
18045,25384.0,10673.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E294DDECF15DECFE7C689BD34FE3A5B3?id=1990TSA1-68:73,2.0,2.09,-11,2494,[None],(.)CH3,,CH4,['C=C(C)C'],,300,2.0
18046,25385.0,10673.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E294DDECF15DECFE7C689BD34FE3A5B3?id=1978CAD/INE2301:1,2.0,8.3,-1,,[None],(.)CH3,,CH4,['C=C(C)C'],,"443
 
K",2.0
18047,25386.0,10673.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E294DDECF15DECFE7C689BD34FE3A5B3?id=1960KER/TRO1609-1611:1,2.0,6.98,-1,,[None],(.)CH3,,CH4,['C=C(C)C'],,353,2.0
18048,25387.0,10673.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E294DDECF15DECFE7C689BD34FE3A5B3?id=1959FRE385-386:2,2.0,8.49,-1,,[None],(.)CH3,,CH4,['C=C(C)C'],,"298
 
K",2.0
18050,25390.0,10676.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=624CEC93829C86D4EC5E9FC0E4416979?id=1990TSA1-68:71,2.0,1.6,-11,,[None],CH3O(.),,CH2O,[None],,300,2.0
18051,25391.0,10677.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8935835B6CD47AF0E2626E8DB14F5D0D?id=1990TSA1-68:70,2.0,1.6,-11,,[None],1-C3H7,,['CC(C)(CCC)C'],,,300,2.0
18053,25393.0,10679.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=26FFA01170ABDF3483001405CAE20FB5?id=1990TSA1-68:68,2.0,8,-12,,[None],1-C3H7,,C3H8,['C=C(C)C'],,300,2.0
18055,25395.0,10681.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=94EC56BFE4D558D9C98C0D269640A0CF?id=1990TSA1-68:66,2.0,5.1,-12,,[None],(.)C2H,,C2H2,['C=C(C)C'],,300,2.0
18059,25400.0,10685.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=67435F6D96D4A5360DB8D853549EC483?id=1990TSA1-68:93,2.0,5.1,-12,,[None],(.)C2H5,,C2H4,[None],,300,2.0
18060,25401.0,10685.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=67435F6D96D4A5360DB8D853549EC483?id=1968TER/FUT664-665:3,2.0,2.83,-1,,[None],(.)C2H5,,C2H4,[None],,"298
 
K",2.0
18061,25402.0,10685.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=67435F6D96D4A5360DB8D853549EC483?id=1962GAR/KER3357-3360:5,2.0,3.1,-1,,[None],(.)C2H5,,C2H4,[None],,347,2.0
18062,25403.0,10685.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=67435F6D96D4A5360DB8D853549EC483?id=1959BOD/ROB547-554:6,2.0,3,-1,,[None],(.)C2H5,,C2H4,[None],,"298
 
K",2.0
18063,25404.0,10686.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C095FBAA516031908060890901D3B34?id=1990TSA1-68:92,2.0,8.3,-12,,[None],(.)C2H5,,C2H6,['C=C(C)C'],,300,2.0
18064,25405.0,10686.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C095FBAA516031908060890901D3B34?id=1968TER/FUT664-665:2,2.0,4.98,-1,,[None],(.)C2H5,,C2H6,['C=C(C)C'],,"298
 
K",2.0
18065,25406.0,10686.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C095FBAA516031908060890901D3B34?id=1963HOL/KLE2273:9,2.0,5.4,-1,,[None],(.)C2H5,,C2H6,['C=C(C)C'],,"298
 
K",2.0
18066,25407.0,10686.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C095FBAA516031908060890901D3B34?id=1962GAR/KER3357-3360:4,2.0,4.8,-1,,[None],(.)C2H5,,C2H6,['C=C(C)C'],,347,2.0
18067,25409.0,10687.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=12CA308C8E5712475769B6D880B0B156?id=1990TSA1-68:64,2.0,1.3,-11,,[None],2-C3H7,,['CC(C)(C(C)C)C'],,,300,2.0
18068,25410.0,10687.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=12CA308C8E5712475769B6D880B0B156?id=2006KLI/GEO1133-1147:9,2.0,1.23,-11,540,[None],2-C3H7,,['CC(C)(C(C)C)C'],,,200,2.0
18072,25414.0,10689.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AB2A704F9AEFCBF72B9B9E6F6115850D?id=1990TSA1-68:62,2.0,9,-12,,[None],2-C3H7,,C3H8,['C=C(C)C'],,300,2.0
18073,25415.0,10689.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AB2A704F9AEFCBF72B9B9E6F6115850D?id=1962GAR/KER3357-3360:2,2.0,7,-1,,[None],2-C3H7,,C3H8,['C=C(C)C'],,345,2.0
18075,25418.0,10691.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D65389FD6AC8BA493508B8F9B609E890?id=1991TSA221-273:75,2.0,1,-11,549,[None],(.)CH2CH=CH2,,CH3CH=CH2,['C=C(C)C'],,300,2.0
18077,25420.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1990TSA1-68:60,2.0,4,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,300,2.0
18078,25421.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1984WAR197C:114,2.0,1.66,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,300,2.0
18079,25422.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1986ART1057:2,2.0,2.66,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,300,2.0
18080,25423.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1983ART/ANA647:1,2.0,7.16,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"308
 
K",2.0
18081,25424.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1981BET/LAN2231-2236:3,2.0,7.77,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"298
 
K",2.0
18082,25425.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1976PAR/QUI1952:1,2.0,4,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"298
 
K",2.0
18083,25426.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1976CHO/BEA45:1,2.0,1.05,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"700
 
K",2.0
18084,25427.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1975PAR/QUI483:1,2.0,2.01,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"298
 
K",2.0
18085,25428.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1974GOL/ALF359:5,2.0,5.25,-13,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,615,2.0
18086,25429.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1973HIA/BEN385:1,2.0,4.17,-16,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"373
 
K",2.0
18087,25430.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1973GOL/SPO517-590:1,2.0,9.96,-13,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"650
 
K",2.0
18088,25431.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1972MCM/GOL4403:1,2.0,6.61,-16,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"462
 
K",2.0
18089,25432.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1963MET3560-3567:1,2.0,5.25,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,354,2.0
18090,25433.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=2006KLI/GEO1133-1147:10,2.0,1.22,-12,2910,[None],[None],,['CC(C)(C(C)(C)C)C'],,,200,2.0
18091,25434.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1987ANA/ART277-287:3,2.0,2.49,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"308
 
K",2.0
18092,25435.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1976MAR/PUR85:2,2.0,1.32,-12,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"800
 
K",2.0
18093,25436.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1976BAT/MCC491:2,2.0,4.17,-13,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,383,2.0
18094,25437.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1973MON513-522:1,2.0,3.64,-15,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"298
 
K",2.0
18095,25438.0,10693.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=522DD923C236367D118F2F1AE8DD2B19?id=1973KON/MAR1007:5,2.0,6.61,-15,,[None],[None],,['CC(C)(C(C)(C)C)C'],,,"500
 
K",2.0
18096,25440.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1984WAR197C:113,2.0,4.15,-12,,[None],[None],,[None],['C=C(C)C'],,300,2.0
18097,25441.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1981BET/LAN2231-2236:1,2.0,2.24,-11,,[None],[None],,[None],['C=C(C)C'],,"298
 
K",2.0
18098,25442.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1960BIR/TRO4218:5,2.0,7.26,-10,,[None],[None],,[None],['C=C(C)C'],,300,2.0
18099,25443.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1984OSB/WAD1861:2,2.0,1.9,-1,,[None],[None],,[None],['C=C(C)C'],,343,2.0
18100,25444.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1982DOY/TOK3626:1,2.0,2.1,-1,,[None],[None],,[None],['C=C(C)C'],,"298
 
K",2.0
18101,25445.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1981BET/LAN2231-2236:2,2.0,2,-1,,[None],[None],,[None],['C=C(C)C'],,"298
 
K",2.0
18102,25447.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1977MCK/TUR803:1,2.0,5.2,-2,,[None],[None],,[None],['C=C(C)C'],,471,2.0
18103,25448.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1977MAR/MAC1887:2,2.0,2,-1,,[None],[None],,[None],['C=C(C)C'],,483,2.0
18104,25449.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1971FAL/SUN523:1,2.0,9.2,-2,,[None],[None],,[None],['C=C(C)C'],,"298
 
K",2.0
18105,25450.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1969JAM/SUA175:1,2.0,,,1039,[None],[None],,[None],['C=C(C)C'],,297,2.0
18106,25451.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1968TER/FUT664-665:1,2.0,4.6,-2,,[None],[None],,[None],['C=C(C)C'],,"298
 
K",2.0
18107,25455.0,10694.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A76CD31BDD2D8265AE75CF06F3220DEE?id=1987ANA/ART277-287:2,2.0,5.75,-12,,[None],[None],,[None],['C=C(C)C'],,"308
 
K",2.0
18119,25477.0,10704.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=57DC727DC24625D852C73C8A92658D01?id=2008ESK/GOL401-405:2,2.0,6.4,-12,,CCl2 (X 1A1),[None],,(.)CCl3,[None],,"298
 
K",2.0
18120,25478.0,10704.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=57DC727DC24625D852C73C8A92658D01?id=2003KOS/SHE10292-10295:1,2.0,1.3,-11,-2336,CCl2 (X 1A1),[None],,(.)CCl3,[None],,300,2.0
18123,25487.0,10712.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=924DBA0EAA5DDAE44DB88F0DD42312BB?id=1997KUM/SU8653-8661:4,2.0,8.97,-10,-63523,CCl2 (X 1A1),CCl2 (X 1A1),,ClC#CCl,[None],[None],1280,2.0
18126,25490.0,10714.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=35E535DF3D51A07FAF9B7967B4DE6EE0?id=1997KUM/SU8653-8661:2,2.0,7.31,-9,-282692,CCl2 (X 1A1),,,(.)CCl,[None],,1280,2.0
18132,25498.0,10720.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E616280A6F959337C487A1F994CCC8BD?id=2011SIV/MIC225-232:2,1.0,5.99,15,-416222,C6D5CH3,,,(.)CH3,[None],,1469,1.0
18136,25507.0,10728.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75E9572358CEC1C991D753E5B0D22FA5?id=1990MAR/MAR1127-1136:1,1.0,6.17,13,-203705,[None],,,['C=C(C)C'],['C(#CC)S'],,703,1.0
18183,25592.0,10757.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BABA2446395E314F4E13A4B6BB680B93?id=1979MAR/HER3070:2,1.0,1.58,13,-201210,CH3C(O)O(CH2)2CH=CH2,,,CH3C(O)OH,['C=CC=C'],,513,1.0
18197,25640.0,10782.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F933789B74BCCFB31CC63CF917AB0925?id=1977HUY/LUY283:6,1.0,2.88,16,-236131,['C/1=C/CC\\C=C/CC1'],,,['C=CC=C'],['C=CC=C'],,505,1.0
18198,25641.0,10782.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F933789B74BCCFB31CC63CF917AB0925?id=1972DOE/FRA3833:3,1.0,2,16,-233637,['C/1=C/CC\\C=C/CC1'],,,['C=CC=C'],['C=CC=C'],,575,1.0
18199,25642.0,10783.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=12CC2552F3204B15989746CFF5BF2677?id=1977HUY/LUY283:5,1.0,2.19,15,-217008,['C/1=C/CC\\C=C/CC1'],,,['C(=C)C1CC=CCC1'],,,505,1.0
18200,25643.0,10783.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=12CC2552F3204B15989746CFF5BF2677?id=1972DOE/FRA3833:2,1.0,3.55,15,-219502,['C/1=C/CC\\C=C/CC1'],,,['C(=C)C1CC=CCC1'],,,575,1.0
18203,25650.0,10789.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FAD8C74A45B8C3B3FA9DA7D5B06B33B?id=1972TIN/KOO3:8,1.0,1,13,-175435,['FC(C(=O)OC1CCCCC1)(F)F'],,,CF3COOH,['C1=CCCCC1'],,568,1.0
18208,25657.0,10796.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=97B4F207606CF432DB922F87D55D6809?id=1971BOA/FRI333:4,2.0,3.47,-11,,['C[Ge](C)(Cl)Cl'],[None],,[None],[None],,"520
 
K",2.0
18210,25664.0,10801.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=825B3EF1984DA8C9B793C826DC9B6587?id=1971FLO/GIB362:4,1.0,8.32,13,-206199,['C(C)=C1CCC1'],,,['CC1C(CC1)=C'],,,583,1.0
18213,25667.0,10804.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7ECD5E1B7B2B0562FCC6926F7709C4E3?id=1971FLO/GIB362:1,1.0,1.78,15,-257749,['C(C)=C1CCC1'],,,C2H4,['C=C=CC'],,583,1.0
18214,25668.0,10805.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0AC69557E9FF6D01D125216BAD09DDA4?id=1979TAR/IRE1508:2,1.0,4.27,12,-257749,['C1=CC(CCC1([2H])[2H])([2H])[2H]'],,,D2,[None],,750,1.0
18216,25671.0,10808.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E18EA46BA27E6124169CE3D6F37E817B?id=1993LEW/BRA11728-11734:4,1.0,2.51,15,-302647,['C1=CC(CCC1([2H])[2H])([2H])[2H]'],,,[None],,,1080,1.0
18221,25686.0,10816.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8834F4E0F21754F07722856D5E0B8643?id=1962TAK/CVE1037:3,2.0,7.46,2,,CD3CD=CD2,H(.),,[None],,,"298
 
K",2.0
18246,25758.0,10858.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DE73F9AD430BCD341E5468A83915DFAB?id=1996BIL/SEH7050-7059:1,2.0,1.4,-11,,CHBrF2,(.)F,,[None],,,"296
 
K",2.0
18300,25828.0,10887.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DDFA77BA32685A38AB5B5139FC60C64E?id=1969KER/SMI1400:2,2.0,5.13,-12,-35919,['C1(CC1)C=O'],[None],,['C1CC1'],[None],,411,2.0
18301,25829.0,10888.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=507546BFF07411D2A6884BF511D83728?id=1969KER/SMI1400:1,2.0,4.37,-12,-37498,['C1(CC1)C=O'],(.)CH3,,CH4,[None],,411,2.0
18302,25830.0,10888.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=507546BFF07411D2A6884BF511D83728?id=1966GRE/THY3338:2,2.0,3.55,-12,-36417,['C1(CC1)C=O'],(.)CH3,,CH4,[None],,373,2.0
18308,25840.0,10895.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C97DD622D3AAF8CA724CB2F95400B193?id=1987AUG/MCE1683:7,1.0,7.94,10,-164627,CH3CH(OH)CH2C(O)OCH3,,,CH3CHO,['C(C)(=O)OC'],,608,1.0
18309,25845.0,10900.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DA8BE602C0A928C418B7425CC0598364?id=1994LIF/LAS2341-2345:3,1.0,2.51,15,-237794,['CC=1OCCC1'],,,['C1(CC1)C(C)=O'],,,805,1.0
18310,25846.0,10900.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DA8BE602C0A928C418B7425CC0598364?id=1973COC/EGG199:6,1.0,7.08,14,-241120,['CC=1OCCC1'],,,['C1(CC1)C(C)=O'],,,672,1.0
18311,25847.0,10900.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DA8BE602C0A928C418B7425CC0598364?id=2002DUB/LIF1026-1034:1,1.0,1.9,15,-243927,['CC=1OCCC1'],,,['C1(CC1)C(C)=O'],,,675,1.0
18312,25848.0,10901.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BCCAD33D8180EA3EDD747981C1C9846D?id=1994LIF/LAS2341-2345:2,1.0,5.01,15,-266063,['CC=1OCCC1'],,,[None],,,805,1.0
18313,25849.0,10901.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BCCAD33D8180EA3EDD747981C1C9846D?id=2002DUB/LIF1026-1034:2,1.0,7.59,14,-274010,['CC=1OCCC1'],,,[None],,,900,1.0
18384,25968.0,10977.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=55AA5C164BCDD2380FE63BC26CEC5E9D?id=1995ALA/MAT843-848:4,1.0,1.26,11,-176267,['C(C)(=O)N1C(OCC1)=O'],,,H2C=C=O,['O1C(NCC1)=O'],,684,1.0
18397,25983.0,10988.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D9A66F1AA8186EC71A10BBEE7B00844D?id=1944EVA/WAL384:16,2.0,1.89,-11,,[None],[None],,[None],[None],,"543
 
K",2.0
18399,25985.0,10990.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E15776F3C29188CCEA956A96E0A3D953?id=1992WAS/MOO315-318:7,2.0,1.6,-10,,H2,[None],,[None],,,"298
 
K",2.0
19064,26776.0,11153.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A01DF8F961064ABB072E07A930592D0A?id=1944EVA/WAL384:15,2.0,1.59,-11,,[None],[None],,[None],[None],,"548
 
K",2.0
19066,26779.0,11156.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6C8567614B162A7A22B9750F23A0D9C8?id=1981DYA/TSY1838-1842:2,1.0,1,5,-89796,[None],,,[None],[None],[None],723,1.0
19067,26781.0,11158.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E84C8332A929F0AFC567FDB6A8E4F803?id=1971COT/JEN730:9,3.0,1.57,-29,-43069,SrO,H2O,,['[OH-].[Sr+2].[OH-]'],,,1570,3.0
19068,26782.0,11158.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E84C8332A929F0AFC567FDB6A8E4F803?id=1971COT/JEN730:8,2.0,1.6,-12,6593,SrO,H2O,,['[OH-].[Sr+2].[OH-]'],,,1570,2.0
19075,26790.0,11164.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DC7B0EE2C62137BE0874347494F23444?id=1982JEN/JON2843:1,2.0,8.44,-6,-327590,NaOH,,,(.)OH,[None],,1800,2.0
19087,26802.0,11172.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0C1BF020C2A789D969B7401EE0BD96A2?id=2010BRO/PLA9095-9107:12,2.0,1.2,-11,,CaO2,H(.),,[None],[None],,"298
 
K",2.0
19113,26830.0,11189.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2E0F25644696B4E744A264831F3170A7?id=1995AIZ/SMI343-344:1,1.0,3.72,16,-288512,['C(C)[C-]1C=CC=C1.[C-]1(C=CC=C1)CC.[Fe+2]'],,,[None],[None],[None],1060,1.0
19114,26831.0,11189.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2E0F25644696B4E744A264831F3170A7?id=1981DYA/TSY1838-1842:1,1.0,6.31,6,-118066,['C(C)[C-]1C=CC=C1.[C-]1(C=CC=C1)CC.[Fe+2]'],,,[None],[None],[None],723,1.0
19116,26837.0,11194.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6DF37C3BC9E98EC19EDDB6F3B507BDE2?id=1990OND/ZIM547-550:2,1.0,4.17,13,-239457,['C1CCCC2CCCC=C12'],,,C2H4,['C(=C)C1=CCCCC1'],,773,1.0
19117,26839.0,11196.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2E9162868A563CF6C85CF2E5A7C6C240?id=1956CAR/CHA106-115:4,1.0,2,14,-263569,['C1(=CC=CC=C1)[Hg]Br'],,,[None],[None],,943,1.0
19120,26857.0,11205.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6BD3468BC9AB6A39493DC2BCB4FAA004?id=1989LIF/BID1139-1144:2,1.0,1.95,13,-206199,['O1CCC=C1'],,,['C1(CC1)C=O'],,,900,1.0
19121,26858.0,11205.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6BD3468BC9AB6A39493DC2BCB4FAA004?id=2002DUB/LIF1026-1034:4,1.0,6.31,14,-235559,['O1CCC=C1'],,,['C1(CC1)C=O'],,,675,1.0
19135,26906.0,11228.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FB0912B9421B2473348C8F394C170DC2?id=1972KER/PARB:245,2.0,1.26,-13,,CH3CF=CH2,S,,[None],,,"298
 
K",2.0
19136,26907.0,11228.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FB0912B9421B2473348C8F394C170DC2?id=1971STR/OCA559:21,2.0,,,-6277,CH3CF=CH2,S,,[None],,,298,2.0
19137,26909.0,11230.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2587BDEEA13FEF20C54D6EBE0B28C5AD?id=1972KER/PARB:244,2.0,6.61,-14,-23863,CH3CF=CH2,(.)CCl3,,[None],,,362,2.0
19143,26915.0,11234.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F35AF926E22E2ED474D6B288055D936C?id=1963DIX/SZW112-117:9,2.0,3.17,1,,CH3CF=CH2,(.)CF3,,[None],,,"338
 
K",2.0
19145,26935.0,11245.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D26C513312ABB1EAE2EA7D2FB085D74D?id=1963SMI/JON403-405:12,1.0,2.77,-4,,['ClC=1C=C(C(=O)OCC)C=CC1'],,,C2H4,['ClC=1C=C(C(=O)O)C=CC1'],,"687
 
K",1.0
19147,26939.0,11248.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A426CFAC6AEAE5FA3A227F7841A1A267?id=1990WAL/TSA3324:3,1.0,4,13,-240288,['C(CCC)OC1=CC=CC=C1'],,,1-C4H8,['C1(=CC=CC=C1)O'],,940,1.0
19155,26958.0,11260.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3F05A9182A707752FFE651CA08DE9D0A?id=1995ALA/MAT843-848:3,1.0,3.16,11,-207030,['C(C)(=O)C1(C(OCC1)=O)C'],,,H2C=C=O,[None],,783,1.0
19159,26964.0,11265.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1E0BEC472AEF280A300F17FA0130851E?id=2001TOK/LIN633-653:1,2.0,3.94,-12,-16438,['C1(=CC=CC=C1)[2H]'],H(.),,[None],,,500,2.0
